epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
151,8117.76,0.4307,0.26591,0.8374,0.98998,0.9727,0.98155,0.85935,0.68447,0.29517,0.87045,0.002575,0.002575,0.002575
152,8172.14,0.42858,0.26555,0.83464,0.98999,0.97246,0.98154,0.85936,0.6846,0.29523,0.87046,0.0025255,0.0025255,0.0025255
153,8224.89,0.42612,0.26306,0.83558,0.98995,0.97214,0.98138,0.8577,0.68486,0.29585,0.87045,0.002476,0.002476,0.002476
154,8277.3,0.42774,0.2663,0.83798,0.98995,0.97203,0.98154,0.85827,0.6843,0.29634,0.87068,0.0024265,0.0024265,0.0024265
155,8330.39,0.42345,0.26383,0.83635,0.98989,0.97202,0.98157,0.85798,0.68386,0.29588,0.87059,0.002377,0.002377,0.002377
156,8386.23,0.41379,0.25784,0.8347,0.98983,0.97203,0.98157,0.85842,0.68383,0.29596,0.87052,0.0023275,0.0023275,0.0023275
157,8438.84,0.41611,0.2581,0.83423,0.98982,0.972,0.98155,0.85632,0.6839,0.29647,0.87057,0.002278,0.002278,0.002278
158,8491.15,0.41337,0.25723,0.83411,0.98975,0.972,0.98138,0.85631,0.68394,0.2958,0.87057,0.0022285,0.0022285,0.0022285
159,8545.59,0.41612,0.25777,0.83425,0.98973,0.972,0.98137,0.85617,0.68371,0.29597,0.87057,0.002179,0.002179,0.002179
160,8599.54,0.40899,0.25454,0.83465,0.98961,0.972,0.98137,0.85659,0.68365,0.29545,0.87041,0.0021295,0.0021295,0.0021295
161,8652.47,0.41363,0.25564,0.83221,0.98956,0.97202,0.98141,0.85622,0.68384,0.29529,0.87049,0.00208,0.00208,0.00208
162,8706.67,0.40465,0.25043,0.83299,0.98962,0.97202,0.98136,0.85683,0.68364,0.2952,0.87059,0.0020305,0.0020305,0.0020305
163,8760.06,0.40839,0.25425,0.8333,0.98955,0.97202,0.98142,0.85702,0.68415,0.29572,0.87077,0.001981,0.001981,0.001981
164,8812.74,0.40372,0.25315,0.83048,0.98958,0.97201,0.98136,0.85721,0.68424,0.29584,0.87083,0.0019315,0.0019315,0.0019315
165,8870.75,0.40719,0.25341,0.83452,0.98975,0.97195,0.98134,0.85714,0.68382,0.29533,0.87069,0.001882,0.001882,0.001882
166,8926.22,0.39625,0.2489,0.82934,0.98997,0.97195,0.98126,0.85674,0.68441,0.29565,0.87073,0.0018325,0.0018325,0.0018325
167,8983.14,0.39625,0.24639,0.83069,0.99006,0.972,0.98131,0.8564,0.68416,0.29632,0.87072,0.001783,0.001783,0.001783
168,9039.49,0.39464,0.24464,0.83016,0.99016,0.97198,0.98113,0.85592,0.68393,0.29538,0.87065,0.0017335,0.0017335,0.0017335
169,9096.46,0.39378,0.2455,0.82951,0.99015,0.97201,0.98113,0.85669,0.68416,0.29566,0.87084,0.001684,0.001684,0.001684
170,9153.74,0.38943,0.24218,0.8273,0.99008,0.97204,0.98113,0.85635,0.68426,0.29628,0.87077,0.0016345,0.0016345,0.0016345
171,9210.19,0.38855,0.24316,0.82813,0.99008,0.97204,0.98113,0.85655,0.68408,0.29715,0.87092,0.001585,0.001585,0.001585
172,9264.89,0.38741,0.2417,0.82887,0.99008,0.97205,0.9813,0.85579,0.68433,0.29714,0.87094,0.0015355,0.0015355,0.0015355
173,9317.74,0.38762,0.24107,0.82772,0.99007,0.9721,0.9813,0.85661,0.68456,0.29766,0.87096,0.001486,0.001486,0.001486
174,9371.93,0.38697,0.24253,0.83174,0.99008,0.97208,0.98131,0.85913,0.68411,0.29759,0.87098,0.0014365,0.0014365,0.0014365
175,9425.49,0.3801,0.23841,0.82678,0.99006,0.97213,0.98131,0.85875,0.68414,0.2977,0.87104,0.001387,0.001387,0.001387
176,9480.14,0.38093,0.23787,0.82835,0.99007,0.97213,0.98131,0.85878,0.68411,0.29703,0.87103,0.0013375,0.0013375,0.0013375
177,9533.59,0.38297,0.23954,0.82714,0.99011,0.97215,0.98133,0.85872,0.68351,0.29701,0.87091,0.001288,0.001288,0.001288
178,9586.86,0.37802,0.2347,0.82702,0.99013,0.97222,0.98132,0.85931,0.68344,0.29686,0.87094,0.0012385,0.0012385,0.0012385
179,9639.78,0.37483,0.23571,0.82802,0.99016,0.97219,0.98133,0.85883,0.68364,0.29704,0.8711,0.001189,0.001189,0.001189
180,9694.56,0.37682,0.23364,0.82803,0.99019,0.97219,0.98134,0.85829,0.68382,0.29701,0.8711,0.0011395,0.0011395,0.0011395
181,9747.45,0.37069,0.2336,0.82768,0.99023,0.97219,0.98134,0.85885,0.68394,0.29713,0.87119,0.00109,0.00109,0.00109
182,9800.64,0.37067,0.23179,0.8279,0.99027,0.97222,0.98117,0.8587,0.68367,0.29764,0.87113,0.0010405,0.0010405,0.0010405
183,9855.03,0.36993,0.2302,0.82812,0.99031,0.97224,0.98118,0.85783,0.68363,0.2983,0.8711,0.000991,0.000991,0.000991
